Item 0:	Dwarf remains
Item 1207:	Steel dagger
Item 1208:	null
Item 1209:	Mithril dagger
Item 1210:	null
Item 1211:	Adamant dagger
Item 1212:	null
Item 1213:	Rune dagger
Item 1214:	null
Item 1215:	Dragon dagger
Item 1216:	null
Item 1217:	Black dagger
Item 1218:	null
Item 1219:	Iron dagger (p)
Item 1220:	null
Item 1221:	Bronze dagger (p)
Item 1222:	null
Item 1223:	Steel dagger (p)
Item 1224:	null
Item 1225:	Mithril dagger (p)
Item 1226:	null
Item 1227:	Adamant dagger (p)
Item 1228:	null
Item 1229:	Rune dagger (p)
Item 1230:	null
Item 1231:	Dragon dagger (p)
Item 1232:	null
Item 1233:	Black dagger (p)
Item 1234:	null
Item 1235:	Poisoned dagger (p)
Item 1236:	null
Item 1237:	Bronze spear
Item 1238:	null
Item 1239:	Iron spear
Item 1240:	null
Item 1241:	Steel spear
Item 1242:	null
Item 1243:	Mithril spear
Item 1244:	null
Item 1245:	Adamant spear
Item 1246:	null
Item 1247:	Rune spear
Item 1248:	null
Item 1249:	Dragon spear
Item 1250:	null
Item 1251:	Bronze spear (p)
Item 1252:	null
Item 1253:	Iron spear (p)
Item 1254:	null
Item 1255:	Steel spear (p)
Item 1256:	null
Item 1257:	Mithril spear (p)
Item 1258:	null
Item 1259:	Adamant spear (p)
Item 1260:	null
Item 1261:	Rune spear (p)
Item 1262:	null
Item 1263:	Dragon spear (p)
Item 1264:	null
Item 1265:	Bronze pickaxe
Item 1266:	null
Item 1267:	Iron pickaxe
Item 1268:	null
Item 1269:	Steel pickaxe
Item 1270:	null
Item 1271:	Adamant pickaxe
Item 1272:	null
Item 1273:	Mithril pickaxe
Item 1274:	null
Item 1275:	Rune pickaxe
Item 1276:	null
Item 1277:	Bronze sword
Item 1278:	null
Item 1279:	Iron sword
Item 1280:	null
Item 1281:	Steel sword
Item 1282:	null
Item 1283:	Black sword
Item 1284:	null
Item 1285:	Mithril sword
Item 1286:	null
Item 1287:	Adamant sword
Item 1288:	null
Item 1289:	Rune sword
Item 1290:	null
Item 1291:	Bronze longsword
Item 1292:	null
Item 1293:	Iron longsword
Item 1294:	null
Item 1295:	Steel longsword
Item 1296:	null
Item 1297:	Black longsword
Item 1298:	null
Item 1299:	Mithril longsword
Item 1300:	null
Item 1301:	Adamant longsword
Item 1302:	null
Item 1303:	Rune longsword
Item 1304:	null
Item 1305:	Dragon longsword
Item 1306:	null
Item 1307:	Bronze 2h sword
Item 1308:	null
Item 1309:	Iron 2h sword
Item 1310:	null
Item 1311:	Steel 2h sword
Item 1312:	null
Item 1313:	Black 2h sword
Item 1314:	null
Item 1315:	Mithril 2h sword
Item 1316:	null
Item 1317:	Adamant 2h sword
Item 1318:	null
Item 1319:	Rune 2h sword
Item 1320:	null
Item 1321:	Bronze scimitar
Item 1322:	null
Item 1323:	Iron scimitar
Item 1324:	null
Item 1325:	Steel scimitar
Item 1326:	null
Item 1327:	Black scimitar
Item 1328:	null
Item 1329:	Mithril scimitar
Item 1330:	null
Item 1331:	Adamant scimitar
Item 1332:	null
Item 1333:	Rune scimitar
Item 1334:	null
Item 1335:	Iron warhammer
Item 1336:	null
Item 1337:	Bronze warhammer
Item 1338:	null
Item 1339:	Steel warhammer
Item 1340:	null
Item 1341:	Black warhammer
Item 1342:	null
Item 1343:	Mithril warhammer
Item 1344:	null
Item 1345:	Adamant warhammer
Item 1346:	null
Item 1347:	Rune warhammer
Item 1348:	null
Item 1349:	Iron hatchet
Item 1350:	null
Item 1351:	Bronze hatchet
Item 1352:	null
Item 1353:	Steel hatchet
Item 1354:	null
Item 1355:	Mithril hatchet
Item 1356:	null
Item 1357:	Adamant hatchet
Item 1358:	null
Item 1359:	Rune hatchet
Item 1360:	null
Item 1361:	Black hatchet
Item 1362:	null
Item 1363:	Iron battleaxe
Item 1364:	null
Item 1365:	Steel battleaxe
Item 1366:	null
Item 1367:	Black battleaxe
Item 1368:	null
Item 1369:	Mithril battleaxe
Item 1370:	null
Item 1371:	Adamant battleaxe
Item 1372:	null
Item 1373:	Rune battleaxe
Item 1374:	null
Item 1375:	Bronze battleaxe
Item 1376:	null
Item 1377:	Dragon battleaxe
Item 1378:	null
Item 1379:	Staff
Item 1380:	null
Item 1381:	Staff of air
Item 1382:	null
Item 1383:	Staff of water
Item 1384:	null
Item 1385:	Staff of earth
Item 1386:	null
Item 1387:	Staff of fire
Item 1388:	null
Item 1389:	Magic staff
Item 1390:	null
Item 1391:	Battlestaff
Item 1392:	null
Item 1393:	Fire battlestaff
Item 1394:	null
Item 1395:	Water battlestaff
Item 1396:	null
Item 1397:	Air battlestaff
Item 1398:	null
Item 1399:	Earth battlestaff
Item 1400:	null
Item 1401:	Mystic fire staff
Item 1402:	null
Item 1403:	Mystic water staff
Item 1404:	null
Item 1405:	Mystic air staff
Item 1406:	null
Item 1407:	Mystic earth staff
Item 1408:	null
Item 1409:	Iban's staff
Item 1410:	Iban's staff
Item 1411:	Farmer's fork
Item 1412:	null
Item 1413:	Halberd
Item 1414:	null
Item 1415:	Warhammer
Item 1416:	null
Item 1417:	Javelin
Item 1418:	null
Item 1419:	Scythe
Item 1420:	Iron mace
Item 1421:	null
Item 1422:	Bronze mace
Item 1423:	null
Item 1424:	Steel mace
Item 1425:	null
Item 1426:	Black mace
Item 1427:	null
Item 1428:	Mithril mace
Item 1429:	null
Item 1430:	Adamant mace
Item 1431:	null
Item 1432:	Rune mace
Item 1433:	null
Item 1434:	Dragon mace
Item 1435:	null
Item 1436:	Rune essence
Item 1437:	null
Item 1438:	Air talisman
Item 1439:	null
Item 1440:	Earth talisman
Item 1441:	null
Item 1442:	Fire talisman
Item 1443:	null
Item 1444:	Water talisman
Item 1445:	null
Item 1446:	Body talisman
Item 1447:	null
Item 1448:	Mind talisman
Item 1449:	null
Item 1450:	Blood talisman
Item 1451:	null
Item 1452:	Chaos talisman
Item 1453:	null
Item 1454:	Cosmic talisman
Item 1455:	null
Item 1456:	Death talisman
Item 1457:	null
Item 1458:	Law talisman
Item 1459:	null
Item 1460:	Soul talisman
Item 1461:	null
Item 1462:	Nature talisman
Item 1463:	null
Item 1464:	Archery ticket
Item 1465:	Weapon poison
Item 1466:	Sea slug
Item 1467:	Damp sticks
Item 1468:	Dry sticks
Item 1469:	Broken glass
Item 1470:	Red bead
Item 1471:	null
Item 1472:	Yellow bead
Item 1473:	null
Item 1474:	Black bead
Item 1475:	null
Item 1476:	White bead
Item 1477:	null
Item 1478:	Amulet of accuracy
Item 1479:	null
Item 1480:	Rock
Item 1481:	Orb of light
Item 1482:	Orb of light
Item 1483:	Orb of light
Item 1484:	Orb of light
Item 1485:	Damp cloth
Item 1486:	Piece of railing
Item 1487:	Unicorn horn
Item 1488:	Paladin's badge
Item 1489:	Paladin's badge
Item 1490:	Paladin's badge
Item 1491:	Witch's cat
Item 1492:	Doll of iban
Item 1493:	Old journal
Item 1494:	History of iban
Item 1495:	Klank's gauntlets
Item 1496:	Iban's dove
Item 1497:	Amulet of othanian
Item 1498:	Amulet of doomion
Item 1499:	Amulet of holthion
Item 1500:	Iban's shadow
Item 1501:	Dwarf brew
Item 1502:	Iban's ashes
Item 1503:	Warrant
Item 1504:	Hangover cure
Item 1505:	A magic scroll
Item 1506:	Gas mask
Item 1507:	A small key
Item 1508:	A scruffy note
Item 1509:	Book
Item 1510:	Picture
Item 1511:	Logs
Item 1512:	null
Item 1513:	Magic logs
Item 1514:	null
Item 1515:	Yew logs
Item 1516:	null
Item 1517:	Maple logs
Item 1518:	null
Item 1519:	Willow logs
Item 1520:	null
Item 1521:	Oak logs
Item 1522:	null
Item 1523:	Lockpick
Item 1524:	null
Item 1525:	Grimy snake weed
Item 1526:	Clean snake weed
Item 1527:	Grimy ardrigal
Item 1528:	Clean ardrigal
Item 1529:	Grimy sito foil
Item 1530:	Clean sito foil
Item 1531:	Grimy volencia moss
Item 1532:	Clean volencia moss
Item 1533:	Grimy rogue's purse
Item 1534:	Clean rogue's purse
Item 1535:	Map part
Item 1536:	Map part
Item 1537:	Map part
Item 1538:	Crandor map
Item 1539:	Steel nails
Item 1540:	Anti-dragon shield
Item 1541:	null
Item 1542:	Maze key
Item 1543:	Key
Item 1544:	Key
Item 1545:	Key
Item 1546:	Key
Item 1547:	Key
Item 1548:	Key
Item 1549:	Stake
Item 1550:	Garlic
Item 1551:	null
Item 1552:	Doogle sardine
Item 1553:	Tinderbox
Item 1554:	null
Item 1555:	Pet kitten
Item 1556:	Pet kitten
Item 1557:	Pet kitten
Item 1558:	Pet kitten
Item 1559:	Pet kitten
Item 1560:	Pet kitten
Item 1561:	Pet cat
Item 1562:	Pet cat
Item 1563:	Pet cat
Item 1564:	Pet cat
Item 1565:	Pet cat
Item 1566:	Pet cat
Item 1567:	Overgrown cat
Item 1568:	Overgrown cat
Item 1569:	Overgrown cat
Item 1570:	Overgrown cat
Item 1571:	Overgrown cat
Item 1572:	Overgrown cat
Item 1573:	Doogle leaves
Item 1574:	Tinderbox
Item 1575:	Cat training medal
Item 1576:	Tinderbox
Item 1577:	Pete's candlestick
Item 1578:	null
Item 1579:	Thieves' armband
Item 1580:	Ice gloves
Item 1581:	Blamish snail slime
Item 1582:	Blamish oil
Item 1583:	Fire feather
Item 1584:	Id papers
Item 1585:	Oily fishing rod
Item 1586:	Miscellaneous key
Item 1587:	null
Item 1588:	Grip's key
Item 1589:	Picture
Item 1590:	Dusty key
Item 1591:	Jail key
Item 1592:	Ring mould
Item 1593:	null
Item 1594:	Unholy mould
Item 1595:	Amulet mould
Item 1596:	null
Item 1597:	Necklace mould
Item 1598:	null
Item 1599:	Holy mould
Item 1600:	null
Item 1601:	Diamond
Item 1602:	null
Item 1603:	Ruby
Item 1604:	null
Item 1605:	Emerald
Item 1606:	null
Item 1607:	Sapphire
Item 1608:	null
Item 1609:	Opal
Item 1610:	null
Item 1611:	Jade
Item 1612:	null
Item 1613:	Red topaz
Item 1614:	null
Item 1615:	Dragonstone
Item 1616:	null
Item 1617:	Uncut diamond
Item 1618:	null
Item 1619:	Uncut ruby
Item 1620:	null
Item 1621:	Uncut emerald
Item 1622:	null
Item 1623:	Uncut sapphire
Item 1624:	null
Item 1625:	Uncut opal
Item 1626:	null
Item 1627:	Uncut jade
Item 1628:	null
Item 1629:	Uncut red topaz
Item 1630:	null
Item 1631:	Uncut dragonstone
Item 1632:	null
Item 1633:	Crushed gem
Item 1634:	null
Item 1635:	Gold ring
Item 1636:	null
Item 1637:	Sapphire ring
Item 1638:	null
Item 1639:	Emerald ring
Item 1640:	null
Item 1641:	Ruby ring
Item 1642:	null
Item 1643:	Diamond ring
Item 1644:	null
Item 1645:	Dragonstone ring
Item 1646:	null
Item 1647:	null
Item 1648:	null
Item 1649:	Sapphire ring
Item 1650:	Emerald ring
Item 1651:	Ruby ring
Item 1652:	Diamond ring
Item 1653:	Dragonstone ring
Item 1654:	Gold necklace
Item 1655:	null
Item 1656:	Sapphire necklace
Item 1657:	null
Item 1658:	Emerald necklace
Item 1659:	null
Item 1660:	Ruby necklace
Item 1661:	null
Item 1662:	Diamond necklace
Item 1663:	null
Item 1664:	Dragon necklace
Item 1665:	null
Item 1666:	null
Item 1667:	null
Item 1668:	Sapphire necklace
Item 1669:	Emerald necklace
Item 1670:	Ruby necklace
Item 1671:	Diamond necklace
Item 1672:	Dragon necklace
Item 1673:	Gold amulet
Item 1674:	null
Item 1675:	Sapphire amulet
Item 1676:	null
Item 1677:	Emerald amulet
Item 1678:	null
Item 1679:	Ruby amulet
Item 1680:	null
Item 1681:	Diamond amulet
Item 1682:	null
Item 1683:	Dragonstone ammy
Item 1684:	null
Item 1685:	null
Item 1686:	null
Item 1687:	Sapphire amulet
Item 1688:	Emerald amulet
Item 1689:	Ruby amulet
Item 1690:	Diamond amulet
Item 1691:	Dragonstone ammy
Item 1692:	Gold amulet
Item 1693:	null
Item 1694:	Sapphire amulet
Item 1695:	null
Item 1696:	Emerald amulet
Item 1697:	null
Item 1698:	Ruby amulet
Item 1699:	null
Item 1700:	Diamond amulet
Item 1701:	null
Item 1702:	Dragonstone ammy
Item 1703:	null
Item 1704:	Amulet of glory
Item 1705:	null
Item 1706:	Amulet of glory (1)
Item 1707:	null
Item 1708:	Amulet of glory (2)
Item 1709:	null
Item 1710:	Amulet of glory (3)
Item 1711:	null
Item 1712:	Amulet of glory (4)
Item 1713:	null
Item 1714:	Unstrung symbol
Item 1715:	null
Item 1716:	Unblessed symbol
Item 1717:	null
Item 1718:	Holy symbol
Item 1719:	null
Item 1720:	Unstrung emblem
Item 1721:	null
Item 1722:	Unpowered symbol
Item 1723:	null
Item 1724:	Unholy symbol
Item 1725:	Amulet of strength
Item 1726:	null
Item 1727:	Amulet of magic
Item 1728:	null
Item 1729:	Amulet of defence
Item 1730:	null
Item 1731:	Amulet of power
Item 1732:	null
Item 1733:	Needle
Item 1734:	Thread
Item 1735:	Shears
Item 1736:	null
Item 1737:	Wool
Item 1738:	null
Item 1739:	Cowhide
Item 1740:	null
Item 1741:	Leather
Item 1742:	null
Item 1743:	Hard leather
Item 1744:	null
Item 1745:	Green dragon leather
Item 1746:	null
Item 1747:	Black dragonhide
Item 1748:	null
Item 1749:	Red dragonhide
Item 1750:	null
Item 1751:	Blue dragonhide
Item 1752:	null
Item 1753:	Green dragonhide
Item 1754:	null
Item 1755:	Chisel
Item 1756:	null
Item 1757:	Brown apron
Item 1758:	null
Item 1759:	Ball of wool
Item 1760:	null
Item 1761:	Soft clay
Item 1762:	null
Item 1763:	Red dye
Item 1764:	null
Item 1765:	Yellow dye
Item 1766:	null
Item 1767:	Blue dye
Item 1768:	null
Item 1769:	Orange dye
Item 1770:	null
Item 1771:	Green dye
Item 1772:	null
Item 1773:	Purple dye
Item 1774:	null
Item 1775:	Molten glass
Item 1776:	null
Item 1777:	Bow string
Item 1778:	null
Item 1779:	Flax
Item 1780:	null
Item 1781:	Soda ash
Item 1782:	null
Item 1783:	Bucket of sand
Item 1784:	null
Item 1785:	Glassblowing pipe
Item 1786:	null
Item 1787:	Pot (unfired)
Item 1788:	null
Item 1789:	Pie dish (unfired)
Item 1790:	null
Item 1791:	Bowl (unfired)
Item 1792:	null
Item 1793:	Woad leaf
Item 1794:	Bronze wire
Item 1795:	null
Item 1796:	Silver necklace
Item 1797:	Silver necklace
Item 1798:	Silver cup
Item 1799:	Silver cup
Item 1800:	Silver bottle
Item 1801:	Silver bottle
Item 1802:	Silver book
Item 1803:	Silver book
Item 1804:	Silver needle
Item 1805:	Silver needle
Item 1806:	Silver pot
Item 1807:	Silver pot
Item 1808:	Criminal's thread
Item 1809:	Criminal's thread
Item 1810:	Criminal's thread
Item 1811:	Flypaper
Item 1812:	Pungent pot
Item 1813:	Criminal's dagger
Item 1814:	Criminal's dagger
Item 1815:	Killer's print
Item 1816:	Anna's print
Item 1817:	Bob's print
Item 1818:	Carol's print
Item 1819:	David's print
Item 1820:	Elizabeth's print
Item 1821:	Frank's print
Item 1822:	Unknown print
Item 1823:	Waterskin (4)
Item 1824:	null
Item 1825:	Waterskin (3)
Item 1826:	null
Item 1827:	Waterskin (2)
Item 1828:	null
Item 1829:	Waterskin (1)
Item 1830:	null
Item 1831:	Waterskin (0)
Item 1832:	null
Item 1833:	Desert shirt
Item 1834:	null
Item 1835:	Desert robe
Item 1836:	null
Item 1837:	Desert boots
Item 1838:	null
Item 1839:	Metal key
Item 1840:	Cell door key
Item 1841:	Barrel
Item 1842:	Ana in a barrel
Item 1843:	Wrought iron key
Item 1844:	Slave shirt
Item 1845:	Slave robe
Item 1846:	Slave boots
Item 1847:	Scrumpled paper
Item 1848:	Shantay disclaimer
Item 1849:	Prototype dart
Item 1850:	Technical plans
Item 1851:	Tenti pineapple
Item 1852:	Bedabin key
Item 1853:	Prototype dart tip
Item 1854:	Shantay pass
Item 1855:	Rock
Item 1856:	Guide book
Item 1857:	Totem
Item 1858:	Address label
Item 1859:	Raw ugthanki meat
Item 1860:	null
Item 1861:	Ugthanki meat
Item 1862:	null
Item 1863:	Pitta dough
Item 1864:	null
Item 1865:	Pitta bread
Item 1866:	null
Item 1867:	Burnt pitta bread
Item 1868:	null
Item 1869:	Chopped tomato
Item 1870:	null
Item 1871:	Chopped onion
Item 1872:	null
Item 1873:	Chopped ugthanki
Item 1874:	null
Item 1875:	Onion & tomato
Item 1876:	null
Item 1877:	Ugthanki & onion
Item 1878:	null
Item 1879:	Ugthanki & tomato
Item 1880:	null
Item 1881:	Kebab mix
Item 1882:	null
Item 1883:	Ugthanki kebab
Item 1884:	null
Item 1885:	Ugthanki kebab
Item 1886:	null
Item 1887:	Cake tin
Item 1888:	null
Item 1889:	Uncooked cake
Item 1890:	null
Item 1891:	Cake
Item 1892:	null
Item 1893:	2/3 cake
Item 1894:	null
Item 1895:	Slice of cake
Item 1896:	null
Item 1897:	Chocolate cake
Item 1898:	null
Item 1899:	2/3 chocolate cake
Item 1900:	null
Item 1901:	Chocolate slice
Item 1902:	null
Item 1903:	Burnt cake
Item 1904:	null
Item 1905:	Asgarnian ale
Item 1906:	null
Item 1907:	Wizard's mind bomb
Item 1908:	null
Item 1909:	Greenman's ale
Item 1910:	null
Item 1911:	Dragon bitter
Item 1912:	null
Item 1913:	Dwarven stout
Item 1914:	null
Item 1915:	Grog
Item 1916:	null
Item 1917:	Beer
Item 1918:	null
Item 1919:	Beer glass
Item 1920:	null
Item 1921:	Bowl of water
Item 1922:	null
Item 1923:	Bowl
Item 1924:	null
Item 1925:	Bucket
Item 1926:	null
Item 1927:	Bucket of milk
Item 1928:	null
Item 1929:	Bucket of water
Item 1930:	null
Item 1931:	Empty pot
Item 1932:	null
Item 1933:	Pot of flour
Item 1934:	null
Item 1935:	Jug
Item 1936:	null
Item 1937:	Jug of water
Item 1938:	null
Item 1939:	Swamp tar
Item 1940:	Raw swamp paste
Item 1941:	Swamp paste
Item 1942:	Potato
Item 1943:	null
Item 1944:	Egg
Item 1945:	null
Item 1946:	Flour
Item 1947:	Grain
Item 1948:	null
Item 1949:	Chef's hat
Item 1950:	null
Item 1951:	Redberries
Item 1952:	null
Item 1953:	Pastry dough
Item 1954:	null
Item 1955:	Cooking apple
Item 1956:	null
Item 1957:	Onion
Item 1958:	null
Item 1959:	Pumpkin
Item 1960:	null
Item 1961:	Easter egg
Item 1962:	null
Item 1963:	Banana
Item 1964:	null
Item 1965:	Cabbage
Item 1966:	null
Item 1967:	Cabbage
Item 1968:	null
Item 1969:	Spinach roll
Item 1970:	Tinderbox
Item 1971:	Kebab
Item 1972:	null
Item 1973:	Chocolate bar
Item 1974:	null
Item 1975:	Chocolate dust
Item 1976:	null
Item 1977:	Chocolatey milk
Item 1978:	Cup of tea
Item 1979:	null
Item 1980:	Empty cup
Item 1981:	null
Item 1982:	Tomato
Item 1983:	null
Item 1984:	Rotten apple
Item 1985:	Cheese
Item 1986:	null
Item 1987:	Grapes
Item 1988:	null
Item 1989:	Half full wine jug
Item 1990:	null
Item 1991:	Jug of bad wine
Item 1992:	Jug of bad wine
Item 1993:	Jug of wine
Item 1994:	null
Item 1995:	Unfermented wine
Item 1996:	Unfermented wine
Item 1997:	Incomplete stew
Item 1998:	null
Item 1999:	Incomplete stew
Item 2000:	null
Item 2001:	Uncooked stew
Item 2002:	null
Item 2003:	Stew
Item 2004:	null
Item 2005:	Burnt stew
Item 2006:	null
Item 2007:	Spice
Item 2008:	null
Item 2009:	Uncooked curry
Item 2010:	null
Item 2011:	Curry
Item 2012:	null
Item 2013:	Burnt curry
Item 2014:	null
Item 2015:	Vodka
Item 2016:	null
Item 2017:	Whisky
Item 2018:	null
Item 2019:	Gin
Item 2020:	null
Item 2021:	Brandy
Item 2022:	null
Item 2023:	Cocktail guide
Item 2024:	null
Item 2025:	Cocktail shaker
Item 2026:	Cocktail glass
Item 2027:	null
Item 2028:	Premade blurb' sp.
Item 2029:	null
Item 2030:	Premade choc s'dy
Item 2031:	null
Item 2032:	Premade dr' dragon
Item 2033:	null
Item 2034:	Premade fr' blast
Item 2035:	null
Item 2036:	Premade p' punch
Item 2037:	null
Item 2038:	Premade sgg
Item 2039:	null
Item 2040:	Premade wiz blz'd
Item 2041:	null
Item 2042:	Picture
Item 2043:	null
Item 2044:	Picture
Item 2045:	null
Item 2046:	Picture
Item 2047:	null
Item 2048:	Pineapple punch
Item 2049:	null
Item 2050:	Picture
Item 2051:	null
Item 2052:	Picture
Item 2053:	null
Item 2054:	Wizard blizzard
Item 2055:	null
Item 2056:	Picture
Item 2057:	null
Item 2058:	Picture
Item 2059:	null
Item 2060:	Picture
Item 2061:	null
Item 2062:	Picture
Item 2063:	null
Item 2064:	Blurberry special
Item 2065:	null
Item 2066:	Picture
Item 2067:	null
Item 2068:	Picture
Item 2069:	null
Item 2070:	Picture
Item 2071:	null
Item 2072:	Picture
Item 2073:	null
Item 2074:	Choc saturday
Item 2075:	null
Item 2076:	Picture
Item 2077:	null
Item 2078:	Picture
Item 2079:	null
Item 2080:	Short green guy
Item 2081:	null
Item 2082:	Picture
Item 2083:	null
Item 2084:	Fruit blast
Item 2085:	null
Item 2086:	Picture
Item 2087:	null
Item 2088:	Picture
Item 2089:	null
Item 2090:	Picture
Item 2091:	null
Item 2092:	Drunk dragon
Item 2093:	null
Item 2094:	Picture
Item 2095:	null
Item 2096:	Picture
Item 2097:	null
Item 2098:	Picture
Item 2099:	null
Item 2100:	Picture
Item 2101:	null
Item 2102:	Lemon
Item 2103:	null
Item 2104:	Lemon chunks
Item 2105:	null
Item 2106:	Lemon slices
Item 2107:	null
Item 2108:	Orange
Item 2109:	null
Item 2110:	Orange chunks
Item 2111:	null
Item 2112:	Orange slices
Item 2113:	null
Item 2114:	Pineapple
Item 2115:	null
Item 2116:	Pineapple chunks
Item 2117:	null
Item 2118:	Pineapple ring
Item 2119:	null
Item 2120:	Lime
Item 2121:	null
Item 2122:	Lime chunks
Item 2123:	null
Item 2124:	Lime slices
Item 2125:	null
Item 2126:	Dwellberries
Item 2127:	null
Item 2128:	Equa leaves
Item 2129:	null
Item 2130:	Pot of cream
Item 2131:	null
Item 2132:	Raw beef
Item 2133:	null
Item 2134:	Raw rat meat
Item 2135:	null
Item 2136:	Raw bear meat
Item 2137:	null
Item 2138:	Raw chicken
Item 2139:	null
Item 2140:	Cooked chicken
Item 2141:	null
Item 2142:	Cooked meat
Item 2143:	null
Item 2144:	Burnt chicken
Item 2145:	null
Item 2146:	Burnt meat
Item 2147:	null
Item 2148:	Raw lava eel
Item 2149:	Lava eel
Item 2150:	Swamp toad
Item 2151:	null
Item 2152:	Toad's legs
Item 2153:	null
Item 2154:	Picture
Item 2155:	null
Item 2156:	Spicy toad's legs
Item 2157:	null
Item 2158:	Seasoned legs
Item 2159:	null
Item 2160:	Spicy worm
Item 2161:	null
Item 2162:	King worm
Item 2163:	null
Item 2164:	Batta tin
Item 2165:	Crunchy tray
Item 2166:	Gnomebowl mould
Item 2167:	Gianne's cook book
Item 2168:	null
Item 2169:	Gnome spice
Item 2170:	null
Item 2171:	Gianne dough
Item 2172:	null
Item 2173:	Picture
Item 2174:	null
Item 2175:	Burnt gnomebowl
Item 2176:	null
Item 2177:	Half baked bowl
Item 2178:	Raw gnomebowl
Item 2179:	Picture
